,MDF,MN,tanb,lam,Mchi1,Mchi2,Mchi3,M_DM,Omega,SI,SD,sigmav,vcs(XX->bb),vcs(XX->cc),vcs(XX->tata),vcs(XX->w+w-),BR(h->XX),h_width,BR(Z->XX),Z_width,N11,N12,N13,N21,N22,N23,N31,N32,N33
2,598.9446437326237,286.78002763234866,20.0,-1.0,-617.573083235096,265.22152199453296,639.1315888729108,265.22152199453296,0.0351,1.354e-08,0.00033769999999999997,7.149999999999999e-26,0.000976,0.0,0.0,0.00157,0.0,0.007025906,0.0,0.0,0.1429226330827954,-0.9347131740831642,-0.3253988370416476,-0.6900852286936896,-0.3297886961717874,0.6442218507750969,0.7094755091555022,-0.13247904767429775,0.6921660233179986
3,185.6353913590057,23.159727706739865,20.0,-1.0,-253.39804205872443,20.97436171875948,255.58340804670482,20.97436171875948,0.0825,4.698e-11,0.008194,2.01e-27,0.889,0.0665,0.0433,0.0,0.02542197,0.007210453,0.01042697,0.025410588451820003,0.4615542971340401,-0.7269896560975079,-0.5083833895047415,-0.5344991812851285,-0.6852749356863114,0.4946805916201365,0.7080100677268858,-0.04340855269815986,0.7048669672711453
4,341.4681937522837,33.979231614586766,20.0,-1.0,-383.2290513975199,33.99635054583612,383.2119324662707,33.99635054583612,0.0476,6.698e-15,0.0016530000000000002,3.9700000000000003e-28,0.89,0.0657,0.0428,0.0,2.5431370000000002e-06,0.0070260259999999995,0.0008692119,0.0020980106785467,0.3076367956585212,-0.8901331273112796,-0.3361883662770001,-0.6368711911836096,-0.4551363830712534,0.6222908955184766,0.706933297983146,-0.02266910822812864,0.7069168435783758
5,532.8589306692917,34.53417150560158,20.0,-1.0,-561.3751273295985,36.33478283044005,559.5745160047603,36.33478283044005,0.10300000000000001,9.672e-11,0.00036,8.63e-29,0.89,0.0657,0.0428,0.0,0.03228426,0.007260316,0.00014063879999999998,0.00033921164407800004,-0.21580556254018604,0.9506149690676794,-0.2230675677035296,0.6739778148448139,0.31032097072262965,0.6704139021729593,-0.7065280350231852,0.0056635425503756024,0.7076623912658188
6,665.3552674045612,10.285217213341664,20.0,-1.0,-689.4785984590801,13.87475551367188,685.8890601587506,13.87475551367188,7.59,3.809e-10,0.0001455,3.61e-29,0.8859999999999999,0.0685,0.0445,0.0,0.19672079999999997,0.008746565,0.000241145,0.000581684422665,-0.18380845097259152,0.967571597281178,-0.1732618177377982,0.6837732875449306,0.2524894693605064,0.6846189882716136,-0.7061646724320427,-0.007366953020043168,0.7080093102580971
7,261.6867400068329,108.0521849545414,20.0,-1.0,-304.51227117838073,81.1448317096664,331.41962442325587,81.1448317096664,0.10800000000000001,1.119e-08,0.003887,9.599999999999999e-28,0.85,0.0622,0.0406,0.033,0.0,0.007025906,0.0,0.0,0.3144343335951778,-0.8007928682982078,-0.5097664484244575,-0.6238473661886202,-0.5790750656371751,0.5248681092015623,0.7155036782267985,-0.15297990207877038,0.6816536041156768
8,497.1180598340729,272.9784778356575,20.0,-1.0,-518.5019040004963,242.08284758563514,549.3975342505181,242.08284758563514,0.0196,2.3690000000000002e-08,0.0006730999999999999,1.32e-25,0.00105,0.0,0.0,0.0032,0.0,0.007025906,0.0,0.0,0.16351948806940875,-0.8980817145882918,-0.4083021074445644,-0.6841761807831318,-0.40140736378749736,0.6089130331551288,0.7107491334293173,-0.17978142901680844,0.6800840441520066
9,114.72396366459849,42.63643372849688,20.0,-1.0,-198.7709791394168,220.7246280381007,20.682784829812984,20.682784829812984,0.0427,1.426e-09,0.01759,4.31e-27,0.889,0.0666,0.0434,0.0,0.44353739999999997,0.01263087,0.02240379,0.05526708061076999,0.5349844908167072,-0.650943279568115,0.5385763097005802,-0.4397462566099919,0.3297720790346397,0.8353882963548571,0.7213978267108155,0.6837566984492935,0.10982692266759624
10,323.82880324854165,62.60407918630358,20.0,-1.0,-364.66035004993006,55.659366929486026,371.6050623067476,55.659366929486026,0.0251,1.053e-09,0.002032,4.85e-28,0.89,0.0654,0.0426,0.00011399999999999999,0.05881702,0.007464973000000001,0.0,0.0,0.3013973201358095,-0.8754022485323263,-0.3779293038115722,-0.6371313472742213,-0.4797832645015148,0.6032177595402889,0.7093823381897016,-0.05898239032810554,0.7023516041810501
11,142.55255292550726,130.19348125662387,20.0,-1.0,-199.86868787026464,273.86764348902614,56.194525637862405,56.194525637862405,0.004220000000000001,1.931e-08,0.01154,2.77e-27,0.889,0.0653,0.0425,0.00109,0.5069349,0.01424945,0.0,0.0,0.40223221875392695,-0.728203003496538,0.5549140725327786,-0.5431477292323768,0.29812561651346725,0.7849278062396428,0.7370208860174898,0.6171235714806931,0.2756060795717468
12,798.9975019573071,28.42176732576521,20.0,-1.0,-818.8322944450762,30.745519417794494,816.5085423530464,30.745519417794494,1.37,1.782e-10,7.829999999999999e-05,1.89e-29,0.89,0.0658,0.0429,0.0,0.07064012,0.007559948,5.6347319999999996e-05,0.00013589457841092,-0.15197582978206986,0.9771838347507348,-0.14837486398949118,0.6910981940731383,0.21238112939806944,0.6908527643604296,-0.7066021747142434,-0.0024513215719279553,0.7076067818440216
13,295.6638529883067,11.593057250236626,20.0,-1.0,-345.24326705415564,16.20590570030599,340.6304186040864,16.20590570030599,0.45399999999999996,4.038e-10,0.002408,5.950000000000001e-28,0.888,0.0675,0.0439,0.0,0.1985232,0.008766744,0.003688755,0.008928720007620001,0.3580160981546048,-0.8621134413077073,-0.3585873502770761,-0.6125275949983332,-0.5067094202180876,0.6066757855954096,0.7047229376341531,-0.002444949658294125,0.7094784023446086
14,268.15606687282866,143.67954175497317,20.0,-1.0,-307.1107831720412,104.87095025723934,345.9193746697751,104.87095025723934,0.094,2.14e-08,0.003691,4.63e-27,0.16699999999999998,0.0122,0.00795,0.342,0.0,0.007025906,0.0,0.0,0.28860848679314194,-0.783163277587379,-0.5507816463804569,-0.6343492991724801,-0.5872927133302202,0.5026810474929515,0.7171513842909014,-0.20430993492197536,0.6662967375740498
15,249.45063481801253,23.781307067949037,20.0,-1.0,-304.2781929438007,24.143988555763947,303.91551145598567,24.143988555763947,0.10400000000000001,2.109e-12,0.004067,9.9e-28,0.89,0.0662,0.0431,0.0,0.001085622,0.007034075,0.004489153,0.010874838467909998,0.3898619207054815,-0.8190733329145592,-0.420864061297788,-0.5904572562173526,-0.5730558052022354,0.5683020963398724,0.7066596856791171,-0.026942892054369304,0.7070404296811026
16,458.63881042240655,131.76304390565886,20.0,-1.0,-486.2057411623954,120.25458011409279,497.71420495396166,120.25458011409279,0.361,3.671e-09,0.0006963,3.72e-28,0.39,0.0285,0.0186,0.154,0.0,0.007025906,0.0,0.0,0.20892639513083824,-0.9250557467573732,-0.3172091215724918,-0.6730135531803275,-0.3713442409821308,0.6396531966034369,0.7095086459326788,-0.07984560151043983,0.7001586686360549
17,248.71548666638046,99.92059698185676,20.0,-1.0,-293.84635056777,73.70265123467959,320.06429631494694,73.70265123467959,0.0765,1.0009999999999998e-08,0.004407,1.0499999999999999e-27,0.884,0.0647,0.0422,0.004529999999999999,0.0,0.007025906,0.0,0.0,0.32942096762542744,-0.7894061611995513,-0.5179958868069461,-0.6156514478933754,-0.5955372779419776,0.5160510103548392,0.7158597074815131,-0.14890689454033906,0.6821815124751147
18,417.24865640529157,20.12610028764839,20.0,-1.0,-453.5718693744145,23.317232463790933,450.3807371982722,23.317232463790933,0.489,2.627e-10,0.0008256,2.0099999999999997e-28,0.89,0.0663,0.0432,0.0,0.12138679999999999,0.007996714,0.000953003,0.002300450129688,0.2708787442664027,-0.9231256499372154,-0.2728804506238037,-0.6545167959832282,-0.3844917277430159,0.6509791663894013,0.7058558419964421,-0.002268419093600474,0.7083518790786894
19,119.76669163604592,79.22301703476779,20.0,-1.0,-192.65156018809657,239.39716191025119,32.47741531261296,32.47741531261296,0.00821,6.458000000000001e-09,0.016130000000000002,3.88e-27,0.89,0.0657,0.0428,0.0,0.7219525,0.02527296,0.009874391,0.024050520941586,0.4838434056986254,-0.6932659734025268,0.5341140785302354,-0.4776841127496558,0.3021686295457421,0.8249315170030918,0.7332894702561393,0.6542754843647247,0.18495984258961432
20,136.68804558431685,74.93113840240355,20.0,-1.0,-205.75175267039631,244.67910105004498,36.003790022754835,36.003790022754835,0.00432,6.572e-09,0.01383,3.31e-27,0.89,0.0657,0.0428,0.0,0.6971579000000001,0.0232021,0.005659267,0.013725539099706998,0.4660309647057714,-0.6619358933606435,0.5870741120303762,-0.5031574572977666,0.3475137253416897,0.7912438207435094,0.7277689970732841,0.6641348385531264,0.1711058243279829
21,107.31084387964322,254.30782476641895,20.0,-1.0,347.572258656327,-154.01960415566575,60.755170265757705,60.755170265757705,0.000183,2.253e-08,0.009470999999999999,2.29e-27,0.879,0.0645,0.042,0.012,0.1593305,0.008357513,0.0,0.0,-0.8715938650193048,-0.3366102216435328,0.3563954168417449,0.12460159905959825,0.5510098420624078,0.8251439846851892,0.4741292819184457,-0.7635978736451878,0.4383146260302605
22,120.7001941128002,85.53241236363102,20.0,-1.0,-191.85917338759867,242.8252290277277,34.56635672350204,34.56635672350204,0.00545,7.613e-09,0.0158,3.7799999999999995e-27,0.89,0.0657,0.0428,0.0,0.7388486,0.026907099999999996,0.007755441,0.018849172801245,0.4753695830475263,-0.7002948944677634,0.5325512372491541,-0.4838031281717484,0.2974986189346748,0.8230608148267006,0.7348185440531911,0.6489080308598016,0.1973830661460172
23,135.086071240233,141.18525963370274,20.0,-1.0,-192.12686028530567,277.30088753526024,56.01123238374834,56.01123238374834,0.00434,2.043e-08,0.011890000000000001,2.8500000000000002e-27,0.889,0.0653,0.0425,0.0012900000000000001,0.5311804,0.01498637,0.0,0.0,0.4002919839461677,-0.7513805505131878,0.5245889780570502,-0.5391189427798612,0.2698149806912444,0.7978412384243546,0.7410243539347177,0.6021853074470368,0.2970787140987247
24,116.3030396913273,26.287481562777373,20.0,-1.0,-204.59650901991367,214.80593672124385,16.078053861447177,16.078053861447177,0.0775,3.274e-10,0.0172,4.25e-27,0.888,0.0676,0.044000000000000004,0.0,0.1676017,0.008444325,0.02588527,0.06408361934833,0.5532956136572713,-0.6255544197178097,0.5500414819621672,-0.4292801427089015,0.3517496899300745,0.8318597926994199,0.7138504906375345,0.6963862603509714,0.07391653002502982
25,547.28970319653,28.976378983386365,20.0,-1.0,-575.3838021415602,31.333699634595803,573.0264814903509,31.333699634595803,0.348,1.662e-10,0.0003234,7.789999999999999e-29,0.89,0.0658,0.0429,0.0,0.06496814,0.007514109000000001,0.00022131060000000002,0.0005338297162674,-0.2127612301490914,0.9530913911411998,-0.2152892451516743,0.6751009448399368,0.30267466653270425,0.6727754161052119,-0.7063790577456766,0.002201447671160174,0.707830333064698
26,271.8616179689375,34.80563253561536,20.0,-1.0,-321.7364733316244,32.54971646296591,323.99238940427387,32.54971646296591,0.0344,9.199999999999999e-11,0.0032840000000000005,7.9e-28,0.89,0.0657,0.0428,0.0,0.035563,0.007285226999999999,0.002006545,0.00484870362598,0.3597367951164451,-0.8399605237961386,-0.4062705461923926,-0.6078597222373439,-0.5413172663230909,0.5809321606367089,0.7078813433908877,-0.03797282771420051,0.7053099092133186
27,121.14770847358152,169.22843430320546,20.0,-1.0,-176.5936879027748,290.22686737581824,55.59525483016193,55.59525483016193,0.00466,2.1709999999999997e-08,0.01207,2.8999999999999997e-27,0.888,0.0653,0.0425,0.0018,0.5679696,0.01626253,0.0,0.0,0.3902643560440258,-0.796884748528942,0.4611598746243077,-0.5338206226556361,0.2122517307718534,0.8185259590336164,0.7501528345804545,0.5656181577233158,0.3425592276155924
