,MDF,MN,tanb,lam,Mchi1,Mchi2,Mchi3,M_DM,Omega,SI,SD,sigmav,vcs(XX->bb),vcs(XX->cc),vcs(XX->tata),vcs(XX->w+w-),BR(h->XX),h_width,BR(Z->XX),Z_width,N11,N12,N13,N21,N22,N23,N31,N32,N33
28,564.8114742997898,74.57211290327427,20.0,-1.0,-590.2882905640582,72.96820162782106,591.892201839512,72.96820162782106,0.871,8.008e-11,0.0003049,7.200000000000001e-29,0.8909999999999999,0.0652,0.0425,0.000337,0.0,0.007025906,0.0,0.0,-0.1937312479576352,0.9546761478653952,-0.2259682638373527,0.6797318073582803,0.29670554150444844,0.6707685828256994,-0.7074128028458511,0.023648981742179116,0.7064048782619888
29,397.12336996532446,55.8068880002868,20.0,-1.0,-432.3902262812013,53.160305716869175,435.036808564619,53.160305716869175,0.040999999999999995,1.814e-10,0.001041,2.5e-28,0.889,0.0655,0.0426,0.0,0.01636452,0.007142794,0.0,0.0,0.2635490376191712,-0.9139455454052248,-0.30861860735210794,-0.6553850539916879,-0.4043980874156942,0.6379127039798163,0.7078222487138425,-0.03414274342337667,0.7055649773743058
30,201.20349486232598,222.54993163457368,20.0,-1.0,-239.76836094752255,346.59786601001315,115.72042657208306,115.72042657208306,0.0336,4.7039999999999996e-08,0.005413,3.6200000000000007e-26,0.0312,0.00228,0.00149,0.5720000000000001,0.0,0.007025906,0.0,0.0,0.2856300673498985,-0.7670260739223902,0.5745315191953324,-0.6220851973688661,0.3076356973175462,0.7199793642532307,0.7289893496068591,0.5630553078154499,0.3892855616390328
31,527.3192510364772,16.74436531051939,20.0,-1.0,-556.969175799467,20.267871330197472,553.4456697797892,20.267871330197472,1.53,3.5480000000000006e-10,0.00035739999999999996,8.759999999999998e-29,0.889,0.0666,0.0434,0.0,0.166723,0.008431724,0.00047285519999999996,0.0011408747638272,-0.2239569173983685,0.949815977336853,-0.21838706084623855,0.6718900041824519,0.3127882266576554,0.6713623072112883,-0.7059795474580867,-0.0036241495551247883,0.7082229480261685
32,217.45357359784103,176.42502519637782,20.0,-1.0,-258.41237519918144,328.98743418947544,105.84996620608372,105.84996620608372,0.0534,3.707e-08,0.005511,1.5e-26,0.0767,0.00561,0.00366,0.494,0.0,0.007025906,0.0,0.0,0.30181574860047705,-0.6819018337292881,0.6662710732527475,-0.6197574712213813,0.3907103307876374,0.6806218585096233,0.7244362848187634,0.6183488712470083,0.30469122512067537
33,140.75535835357928,20.648972749201214,20.0,-1.0,-221.91372651681343,16.63315726472104,225.9295420012936,16.63315726472104,0.0912,8.504000000000001e-11,0.013319999999999999,3.29e-27,0.888,0.0674,0.0439,0.0,0.04917726,0.007391796999999999,0.0197945,0.048700329172,0.5248944999946292,-0.6255233367517472,-0.5772402611169364,-0.47046127604522603,-0.77837738557501,0.4156859792767971,0.7093320460949766,-0.05337790558248107,0.7028505158128158
34,484.6804291609845,132.07183399056632,20.0,-1.0,-511.1109088032962,121.95066319174693,521.2320796021152,121.95066319174693,0.425,2.939e-09,0.0005712000000000001,2.83e-28,0.42100000000000004,0.0307,0.0201,0.14,0.0,0.007025906,0.0,0.0,0.20067890017153048,-0.9330209729192092,-0.2986634278227536,-0.6758920182388377,-0.3525483094918334,0.6472091386526315,0.7091529868138295,-0.0719830088794766,0.7013704354516815
35,295.1009385305637,213.3802392874764,20.0,-1.0,-327.17923346999413,153.94459174546185,386.61488101200865,153.94459174546185,0.0628,4.302e-08,0.0029219999999999997,1.0899999999999999e-26,0.0556,0.00406,0.00265,0.48,0.0,0.007025906,0.0,0.0,0.24109250335138566,-0.7524826610284278,-0.6128982376213349,-0.6535315010152447,-0.5927560514258061,0.4706770024962434,0.7174754225815149,-0.2870716084005232,0.6346801632647843
36,311.47646175031525,21.27962783788836,20.0,-1.0,-357.85044912664733,23.617390954200005,355.51268601033564,23.617390954200005,0.19899999999999998,1.128e-10,0.002139,5.21e-28,0.89,0.0662,0.0432,0.0,0.05562017,0.007440006999999999,0.00242882,0.005871592198939999,0.33773188711346336,-0.8728581610962259,-0.35221556330533393,-0.6226155451391573,-0.4878101380846937,0.6118751115488049,0.7058945072585909,-0.012645148852707231,0.7082040982885116
37,694.6427265661416,59.50439443760718,20.0,-1.0,-716.3575847017747,60.08597008405621,715.776009055326,60.08597008405621,0.18600000000000003,1.116e-11,0.00013859999999999998,3.289999999999999e-29,0.8909999999999999,0.0653,0.0426,0.0,0.0001459008,0.007026931,0.0,0.0,-0.16599512827467122,0.9698988185202922,-0.17816256403076572,0.6875209778743102,0.2433448323793967,0.6841770220761553,-0.7069374246507449,0.008920447700912411,0.7072198408140057
38,256.91185862496826,228.01603552120255,20.0,-1.0,-290.6093409764514,372.3940506005506,146.23132589710326,146.23132589710326,0.0436,5.178e-08,0.0037479999999999996,2.29e-26,0.0341,0.00249,0.00162,0.516,0.0,0.007025906,0.0,0.0,0.2523944444359706,-0.6961775678342166,0.6720370811661306,-0.6451146189499214,0.39658004923758733,0.6531090207337598,0.7211963483233642,0.5983820339809239,0.3490197251931428
39,145.44078521105038,32.86065294755468,20.0,-1.0,-221.88078957429084,21.95682163998235,232.7846208818631,21.95682163998235,0.0482,6.796000000000001e-10,0.0129,3.15e-27,0.89,0.0664,0.0433,0.0,0.2695672,0.009621393,0.01564392,0.03832638377424,0.5032540342234922,-0.6341114829159435,-0.5870587741205504,-0.4874263622180392,-0.7692708742947331,0.4130833612924945,0.7135481192271963,-0.07826205463671332,0.6962213242578621
40,105.3275110990864,55.63372295415393,20.0,-1.0,-189.13855648300546,222.5578732053509,22.214406231808397,22.214406231808397,0.0327,2.477e-09,0.019030000000000002,4.65e-27,0.89,0.0664,0.0432,0.0,0.572128,0.01642697,0.02265956,0.055912645576480006,0.5325685751127353,-0.6826607592475306,0.5003448816426284,-0.4303283484488276,0.2906496688557326,0.8545994866107499,0.7288266085453353,0.6704454174484588,0.1389773970783266
41,177.4858886672261,25.293271835947127,20.0,-1.0,-246.81034817530391,21.547021952617325,250.55659805863368,21.547021952617325,0.0704,1.264e-10,0.009009999999999999,2.2000000000000002e-27,0.89,0.0665,0.0433,0.0,0.06477094,0.0075139230000000005,0.01117772,0.027260849488320003,0.46944272444463997,-0.7106504720360173,-0.5240223612222854,-0.5263340716493013,-0.7017368764078996,0.4801435215749063,0.7089400351842613,-0.05041094012483839,0.7034648275704111
42,144.49264380330152,41.150500310241405,20.0,-1.0,-219.1532663677372,25.13180842638393,235.17195825159482,25.13180842638393,0.0314,1.427e-09,0.013080000000000001,3.18e-27,0.89,0.0661,0.0431,0.0,0.41774750000000005,0.01206956,0.01358541,0.033213732636689995,0.4945990359825482,-0.6281675929755228,-0.6006473747053854,-0.4919856708150381,-0.7720678790567311,0.4023198849690601,0.7164648583969845,-0.09652287430541362,0.6909134833088804
43,278.5436665790593,28.75284919338932,20.0,-1.0,-328.27205255914384,28.479214571350326,328.54568718118287,28.479214571350326,0.0735,1.3880000000000001e-12,0.003031,7.330000000000001e-28,0.89,0.0659,0.0429,0.0,0.0006351091000000001,0.007030676,0.00258598,0.0062525065710400006,0.35886028183148044,-0.8468760522587951,-0.39245413774655147,-0.6093982886160269,-0.5310586393953222,0.5887363139432173,0.7070028457903746,-0.027886800356936758,0.7066606699188545
44,280.1484705145779,83.71472079392169,20.0,-1.0,-323.4135552303585,67.51737901927089,339.610897005009,67.51737901927089,0.0719,4.739e-09,0.003186,7.5599999999999995e-28,0.89,0.0652,0.0425,0.0009140000000000001,0.0,0.007025906,0.0,0.0,0.3174058607705691,-0.8336529362441613,-0.4519693589614039,-0.6257388374222225,-0.5422474236384015,0.5607304511964742,0.7125338075417752,-0.10483564970468956,0.693761529389614
45,239.119854263703,107.48399303918396,20.0,-1.0,-284.57304889725583,76.46841905043742,315.5886228860022,76.46841905043742,0.0788,1.276e-08,0.004852,1.1700000000000001e-27,0.8759999999999999,0.0641,0.0418,0.01,0.0,0.007025906,0.0,0.0,0.3314422581260213,-0.7710857890558154,-0.5436660146123671,-0.6128624957340514,-0.6140690444376165,0.4973115421806555,0.717318332995159,-0.16836245002863026,0.6760979918394993
46,210.21197978764187,16.84721836429369,20.0,-1.0,-273.63551779165743,18.530131284111324,271.95260487184,18.530131284111324,0.146,3.459e-11,0.006124,1.5100000000000001e-27,0.889,0.0669,0.0436,0.0,0.01983547,0.0071691359999999996,0.008601361,0.020922965456998,0.4387654799224761,-0.7695315276397314,-0.4640108636625446,-0.5561518519916138,-0.6381404978248495,0.5324207195086904,0.7058186531643219,-0.024452668654251896,0.7079704060488601
47,198.40822859298507,163.40127396453494,20.0,-1.0,-242.7443773848192,313.85560609001635,92.29004525933792,92.29004525933792,0.0615,3.2900000000000003e-08,0.00659,6.49e-27,0.213,0.0156,0.0101,0.6729999999999999,0.0,0.007025906,0.0,0.0,0.3238598405915265,-0.692494233419005,0.6446445069442972,-0.6056672023792513,0.3716991599210578,0.7035673205003702,0.7268301339474872,0.6182972353127616,0.2990426143386147
48,423.9152046707188,13.929667746625626,20.0,-1.0,-460.1866829682856,18.022451151791447,456.09389956312026,18.022451151791447,1.02,4.2660000000000006e-10,0.0007629,1.8800000000000002e-28,0.889,0.0671,0.0436,0.0,0.20141900000000001,0.00879815,0.001099788,0.0026551642787880003,0.2705269971162333,-0.9253472632332316,-0.2656079559389015,-0.6550208994300251,-0.3791099502074141,0.653623184230496,0.7055230436641702,0.0028439550805575016,0.7086812730546402
49,105.09623194356071,30.86456557225865,20.0,-1.0,-196.44387410955116,211.46602458597405,15.842415095835571,15.842415095835571,0.0724,5.222999999999999e-10,0.01915,4.7300000000000004e-27,0.888,0.0677,0.044000000000000004,0.0,0.2439922,0.009298091,0.02895493,0.07190971342965,0.5639987190402156,-0.6495999258645169,0.5098287763924376,-0.4087928382451673,0.31679886594119083,0.8558778498932169,0.7174913660250251,0.6911283635151937,0.08687764283378156
50,154.97626291162888,47.610066763576754,20.0,-1.0,-225.187766307862,29.396244535482978,243.40158853595563,29.396244535482978,0.0187,2.163e-09,0.01172,2.83e-27,0.89,0.0658,0.0429,0.0,0.49072170000000004,0.01379799,0.009312749,0.022669698944485003,0.4730182269594504,-0.6518992491588727,-0.5926897383203421,-0.5118004568851702,-0.7508761763224717,0.4174269518891605,0.7171569209707656,-0.1058883221958048,0.6888204511527579
51,589.3826185165606,36.75165965136615,20.0,-1.0,-615.3474870572253,38.52457608507906,613.5745706235125,38.52457608507906,0.0618,9.745e-11,0.0002498,5.97e-29,0.889,0.0657,0.0427,0.0,0.02948287,0.007239351,6.756526999999999e-05,0.00016295108044466,-0.19730104469030546,0.9591099220419088,-0.20292968044344264,0.6795605436140599,0.28300022491882365,0.6768370115905735,-0.706590238629913,0.004362354485688752,0.7076095000325137
52,171.093759725905,32.02962150123435,20.0,-1.0,-240.56220502399572,24.347890820018417,248.24393570521164,24.347890820018417,0.0455,4.917e-10,0.009766,2.3800000000000002e-27,0.89,0.0662,0.0431,0.0,0.201383,0.008799174,0.01060608,0.025851757877760003,0.4699410842420398,-0.6953749425852156,-0.5436994266743563,-0.5228047872198345,-0.7155614077617551,0.4633001469695852,0.7112176402490588,-0.06652488967764955,0.6998170527015877
53,388.4595072786483,25.11102396838537,20.0,-1.0,-426.69911831398974,27.398394665892862,424.4117476164824,27.398394665892862,0.222,1.304e-10,0.001066,2.58e-28,0.89,0.0659,0.043,0.0,0.05806281,0.007459118000000001,0.0009788913,0.0023630024847654,0.2839946560833784,-0.9126110407055504,-0.2940886323855709,-0.6486323104129635,-0.40874217552810505,0.6420326781659114,0.7061325379873276,-0.008421539460423531,0.7080296014070965
54,528.7143537164721,296.61914045951306,20.0,-1.0,-548.6959215971212,265.7647990561606,579.5502630004736,265.7647990561606,0.0216,2.428e-08,0.0005633999999999999,1.2e-25,0.000973,0.0,0.0,0.00297,0.0,0.007025906,0.0,0.0,0.15306233314270132,-0.904119820240566,-0.3989226401460305,-0.6869527231364152,-0.3875389705847112,0.6147434444169421,0.7103998017654399,-0.1799469280824465,0.6804051915772795
55,553.2477565607594,27.672842255338374,20.0,-1.0,-581.1269685855698,30.15477053188561,578.6450403090228,30.15477053188561,0.442,1.845e-10,0.00031010000000000006,7.480000000000001e-29,0.89,0.0658,0.0429,0.0,0.07426569999999999,0.007589579,0.0002340474,0.000564559776384,-0.21120855026166224,0.9540440480226776,-0.21258152019606436,0.6756195837018814,0.2996633477771866,0.6736022981830344,-0.7063491533334371,0.0013536733254151615,0.707862303808915
56,315.5637059857351,299.05758136680294,20.0,-1.0,-342.3680681171202,435.13095282855346,206.2946966553698,206.2946966553698,0.007090000000000001,6.762e-08,0.00233,3.8000000000000003e-25,0.0012699999999999999,0.0,0.0,0.0291,0.0,0.007025906,0.0,0.0,0.2033248682081854,-0.7102732114291581,0.6739220749420769,-0.6663640011172669,0.4039151764894592,0.6267467975318867,0.7173688144762854,0.5765106203077263,0.3911744990273393
57,143.42040751576863,18.429561976838226,20.0,-1.0,-224.30655263389028,15.962566186590374,226.77354842413826,15.962566186590374,0.102,3.357e-11,0.01288,3.18e-27,0.888,0.0676,0.044000000000000004,0.0,0.02027337,0.007173698,0.01958644,0.04817821586456,0.5238705594559989,-0.633298775699116,-0.5696422540799262,-0.4731645122261998,-0.7724412452097525,0.4236152346983636,0.7082901815675557,-0.04761494929964512,0.7043137335720433
58,492.18628257999114,22.33097370166952,20.0,-1.0,-523.4397832129314,25.309854924866425,520.4609019897347,25.309854924866425,0.627,2.508e-10,0.00046669999999999996,1.13e-28,0.89,0.0661,0.0431,0.0,0.11147169999999999,0.007907416,0.0004857783,0.0011720703373344,0.23539624935787135,-0.9429714752767152,-0.2353580306739113,-0.6678439307166038,-0.3328732058636381,0.6657175925443609,0.7060970825553969,-0.0004750079144894033,0.7081148807744675
59,252.32609430736736,15.956090607437918,20.0,-1.0,-307.87554723276685,18.935584014568718,304.89605382563616,18.935584014568718,0.21100000000000002,1.4219999999999998e-10,0.0038520000000000004,9.47e-28,0.889,0.0669,0.0435,0.0,0.07619802,0.007606111,0.005345334,0.012960061621704,0.3941979365952841,-0.8230654998906372,-0.4088657110516805,-0.5891809687566987,-0.5677670921795848,0.574896786469412,0.7053182067967185,-0.01427276874732362,0.7087471447796787
60,286.35692206227117,27.685935894723425,20.0,-1.0,-335.15896666107966,27.92434040412881,334.9205621516744,27.92434040412881,0.0861,1.0859999999999998e-12,0.002792,6.759999999999999e-28,0.89,0.0659,0.043,0.0,0.0005052566,0.007029749,0.002474045,0.005981194288965,0.3530846278253277,-0.8536173251769267,-0.3829735078973982,-0.6130186939261137,-0.5203078295726382,0.5945484365319047,0.7067809607584032,-0.024844006182567168,0.7069960741519214
61,168.2057869623832,232.80435135196706,20.0,-1.0,-209.19536745655492,343.17936272824346,98.82035608027849,98.82035608027849,0.0392,4.103e-08,0.006418999999999999,3.1899999999999996e-26,0.0421,0.0030800000000000003,0.00201,0.725,0.0,0.007025906,0.0,0.0,0.3015331080929833,-0.8141964659635029,0.4961470543461159,-0.6050302079426623,0.2387801030589449,0.7595541520260545,0.7368963510566762,0.5292146796865161,0.4206133504819525
62,659.5962147298578,51.1618984480202,20.0,-1.0,-682.5896299780345,52.11901914043854,681.6325092856167,52.11901914043854,0.18100000000000002,2.969e-11,0.0001672,4.01e-29,0.888,0.0656,0.0426,0.0,0.0031379000000000003,0.007048021999999999,0.0,0.0,-0.17547204824882412,0.9668476004144542,-0.1855135516779686,0.6852633560799167,0.2552458177456593,0.6821024155780705,-0.706840641939505,0.0074357310441952595,0.7073337379246002
63,259.0878889132613,15.898461633898414,20.0,-1.0,-313.52521654352074,19.000157736880556,310.42352044053865,19.000157736880556,0.22399999999999998,1.594e-10,0.003583,8.81e-28,0.889,0.0669,0.0435,0.0,0.08455344,0.007675484000000001,0.00496269,0.012027689625870001,0.3876075161517681,-0.8300448636488621,-0.400981218703319,-0.5935702074661701,-0.5575437307099438,0.5803614366535783,0.7052905941746457,-0.013058050244201412,0.7087980425287556
